time(ps)	Q
3000.0	0.9051221
3020.0	0.910515
3040.0	0.9189663
3060.0	0.88166195
3080.0	0.95712435
3100.0	0.9011679
3120.0	0.9451973
3140.0	0.92089105
3160.0	0.9137575
3180.0	0.9231085
3200.0	0.90330625
3220.0	0.9232559
3240.0	0.9209061
3260.0	0.9208771
3280.0	0.9196557
3300.0	0.9117948
3320.0	0.91267645
3340.0	0.9123416
3360.0	0.9160292
3380.0	0.9161314
3400.0	0.90806293
3420.0	0.91093874
3440.0	0.8871049
3460.0	0.8830042
3480.0	0.88739777
3500.0	0.90602404
3520.0	0.9151849
3540.0	0.89296114
3560.0	0.9072121
3580.0	0.958543
3600.0	0.9395784
3620.0	0.89371514
3640.0	0.9031264
3660.0	0.88784647
3680.0	0.88236946
3700.0	0.9012679
3720.0	0.8934729
3740.0	0.8920155
3760.0	0.8903286
3780.0	0.8837101
3800.0	0.8828101
3820.0	0.8896152
3840.0	0.88977176
3860.0	0.8901658
3880.0	0.8927243
3900.0	0.8892626
3920.0	0.886584
3940.0	0.8865907
3960.0	0.8721152
3980.0	0.8879678
4000.0	0.89089775
4020.0	0.8839449
4040.0	0.89005065
4060.0	0.8905295
4080.0	0.88828886
4100.0	0.88921297
4120.0	0.8892796
4140.0	0.88966465
4160.0	0.88613224
4180.0	0.8890252
4200.0	0.88956285
4220.0	0.90089196
4240.0	0.8785815
4260.0	0.91614395
4280.0	0.8825021
4300.0	0.91347134
4320.0	0.898922
4340.0	0.88342816
4360.0	0.88148266
4380.0	0.8805007
4400.0	0.89980745
4420.0	0.9479139
4440.0	0.98839074
4460.0	0.9978523
4480.0	0.99950755
4500.0	0.9996048
4520.0	0.99241877
4540.0	0.94745725
4560.0	0.92692095
4580.0	0.99237925
4600.0	0.9964349
4620.0	0.9885377
4640.0	0.9921525
4660.0	0.997834
4680.0	0.9911048
4700.0	0.990046
4720.0	0.9927887
4740.0	0.9994157
4760.0	0.9950242
4780.0	0.9990964
4800.0	0.9661929
4820.0	0.99613917
4840.0	0.9926125
4860.0	0.9969916
4880.0	0.9973793
4900.0	0.9918372
4920.0	0.9856931
4940.0	0.9881607
4960.0	0.9407917
4980.0	0.90632105
5000.0	0.89962703
5020.0	0.9771145
5040.0	0.9567548
5060.0	0.96679497
5080.0	0.9549556
5100.0	0.9651236
5120.0	0.94502234
5140.0	0.93333197
5160.0	0.92174196
5180.0	0.92584485
5200.0	0.9252862
5220.0	0.9320439
5240.0	0.9187705
5260.0	0.9374545
5280.0	0.91377324
5300.0	0.9214011
5320.0	0.929496
5340.0	0.9602724
5360.0	0.9571466
5380.0	0.9615687
5400.0	0.9274289
5420.0	0.9335912
5440.0	0.9024896
5460.0	0.9147048
5480.0	0.89649975
5500.0	0.8944021
5520.0	0.89154863
5540.0	0.9122359
5560.0	0.9111972
5580.0	0.9055007
5600.0	0.882657
5620.0	0.9149642
5640.0	0.916091
5660.0	0.8981414
5680.0	0.8780644
5700.0	0.9121229
5720.0	0.90943855
5740.0	0.8781203
5760.0	0.8717991
5780.0	0.9005559
5800.0	0.9209496
5820.0	0.9236559
5840.0	0.9142282
5860.0	0.91170293
5880.0	0.9172903
5900.0	0.90647244
5920.0	0.95755714
5940.0	0.91260743
5960.0	0.91918606
5980.0	0.92506677
6000.0	0.9327268
6020.0	0.92581713
6040.0	0.9193732
6060.0	0.92088413
6080.0	0.92122704
6100.0	0.9169826
6120.0	0.91982776
6140.0	0.9178017
6160.0	0.9176837
6180.0	0.91259915
6200.0	0.939437
6220.0	0.94239247
6240.0	0.9271301
6260.0	0.9664199
6280.0	0.98082834
6300.0	0.9343776
6320.0	0.92406845
6340.0	0.9116477
6360.0	0.9224306
6380.0	0.91271985
6400.0	0.918136
6420.0	0.9206773
6440.0	0.92857206
6460.0	0.91175497
6480.0	0.93132
6500.0	0.93817466
6520.0	0.96337485
6540.0	0.91075355
6560.0	0.940688
6580.0	0.92201155
6600.0	0.91121423
6620.0	0.8811376
6640.0	0.85857475
6660.0	0.9141802
6680.0	0.9176783
6700.0	0.9202484
6720.0	0.91975933
6740.0	0.91868824
6760.0	0.91571605
6780.0	0.9200789
6800.0	0.9208662
6820.0	0.9218871
6840.0	0.9206042
6860.0	0.9189504
6880.0	0.9010112
6900.0	0.91424865
6920.0	0.91107494
6940.0	0.91621065
6960.0	0.91649
6980.0	0.91885746
7000.0	0.9308772
7020.0	0.9105203
7040.0	0.92084855
7060.0	0.92042357
7080.0	0.9059485
7100.0	0.9019683
7120.0	0.88617843
7140.0	0.92345774
7160.0	0.906774
7180.0	0.9416594
7200.0	0.94394416
7220.0	0.9382795
7240.0	0.92295283
7260.0	0.97529083
7280.0	0.9024691
7300.0	0.94278693
7320.0	0.91703534
7340.0	0.94334614
7360.0	0.9412079
7380.0	0.9288737
7400.0	0.9253752
7420.0	0.90741867
7440.0	0.9361244
7460.0	0.9285513
7480.0	0.8966274
7500.0	0.9232124
7520.0	0.90718305
7540.0	0.93693596
7560.0	0.93349713
7580.0	0.9152858
7600.0	0.9233424
7620.0	0.90484935
7640.0	0.925742
7660.0	0.9701703
7680.0	0.9619897
7700.0	0.9150241
7720.0	0.9434315
7740.0	0.9388303
7760.0	0.93756944
7780.0	0.93814814
7800.0	0.94918126
7820.0	0.9460673
7840.0	0.9327204
7860.0	0.9375446
7880.0	0.9582175
7900.0	0.9451075
7920.0	0.931611
7940.0	0.94487023
7960.0	0.94115686
7980.0	0.94733506
8000.0	0.9223676
8020.0	0.9516126
8040.0	0.94162583
8060.0	0.9373836
8080.0	0.9219643
8100.0	0.9227355
8120.0	0.9415998
8140.0	0.9141618
8160.0	0.95673054
8180.0	0.9339736
8200.0	0.91860974
8220.0	0.9319662
8240.0	0.9220261
8260.0	0.94625235
8280.0	0.9445216
8300.0	0.93144655
8320.0	0.92787576
8340.0	0.91564035
8360.0	0.9474916
8380.0	0.94144577
8400.0	0.9127296
8420.0	0.93768346
8440.0	0.90739024
8460.0	0.93461275
8480.0	0.8969693
8500.0	0.88075674
8520.0	0.8858288
8540.0	0.88777125
8560.0	0.90237415
8580.0	0.8897135
8600.0	0.92722654
8620.0	0.93813
8640.0	0.9597811
8660.0	0.9695311
8680.0	0.98318166
8700.0	0.99229383
8720.0	0.9890775
8740.0	0.99285036
8760.0	0.9905093
8780.0	0.9909527
8800.0	0.9915859
8820.0	0.9651955
8840.0	0.98154306
8860.0	0.9893744
8880.0	0.9896128
8900.0	0.98883146
8920.0	0.99241793
8940.0	0.98685974
8960.0	0.9721095
8980.0	0.96713907
9000.0	0.9816844
9020.0	0.97270167
9040.0	0.9836105
9060.0	0.9822426
9080.0	0.98831177
9100.0	0.9952159
9120.0	0.98981994
9140.0	0.992031
9160.0	0.96935844
9180.0	0.98525846
9200.0	0.99224436
9220.0	0.99185896
9240.0	0.9901583
9260.0	0.98500085
9280.0	0.9918491
9300.0	0.9824389
9320.0	0.9961512
9340.0	0.9713693
9360.0	0.97235656
9380.0	0.9863051
9400.0	0.9759434
9420.0	0.9916851
9440.0	0.9924451
9460.0	0.9839851
9480.0	0.97826433
9500.0	0.98466444
9520.0	0.98203325
9540.0	0.99213934
9560.0	0.9849916
9580.0	0.9926151
9600.0	0.99198085
9620.0	0.99226826
9640.0	0.98075294
9660.0	0.9424122
9680.0	0.9732728
9700.0	0.99257416
9720.0	0.99251926
9740.0	0.986831
9760.0	0.98359144
9780.0	0.9853963
9800.0	0.97954893
9820.0	0.92098624
9840.0	0.9365683
9860.0	0.9093388
9880.0	0.9462938
9900.0	0.9186565
9920.0	0.9046215
9940.0	0.9120593
9960.0	0.9359025
9980.0	0.91764224
10000.0	0.90852904
10020.0	0.874962
10040.0	0.90512633
10060.0	0.874907
10080.0	0.89010495
10100.0	0.8983514
10120.0	0.8945357
10140.0	0.9085827
10160.0	0.8887512
10180.0	0.9041262
10200.0	0.91164064
10220.0	0.9077054
10240.0	0.9184555
10260.0	0.91762465
10280.0	0.92605925
10300.0	0.89814746
10320.0	0.909839
10340.0	0.8988411
10360.0	0.91505843
10380.0	0.90454
10400.0	0.89379144
10420.0	0.8767537
10440.0	0.88185227
10460.0	0.876979
10480.0	0.8770333
10500.0	0.87610054
10520.0	0.8818755
10540.0	0.883654
10560.0	0.93043435
10580.0	0.8837724
10600.0	0.87266684
10620.0	0.94058055
10640.0	0.8966879
10660.0	0.891249
10680.0	0.9044553
10700.0	0.88911945
10720.0	0.8908746
10740.0	0.8913397
10760.0	0.88570607
10780.0	0.89662975
10800.0	0.90573806
10820.0	0.90952563
10840.0	0.8930816
10860.0	0.88954335
10880.0	0.8832643
10900.0	0.9089492
10920.0	0.8887843
10940.0	0.89073867
10960.0	0.89613396
10980.0	0.88275796
11000.0	0.89570576
11020.0	0.8980905
11040.0	0.8886588
11060.0	0.8846414
11080.0	0.8783088
11100.0	0.89422303
11120.0	0.8916893
11140.0	0.929066
11160.0	0.8918584
11180.0	0.9202477
11200.0	0.9175452
11220.0	0.890383
11240.0	0.91911876
11260.0	0.9136625
11280.0	0.9145995
11300.0	0.91651964
11320.0	0.91000986
11340.0	0.9105761
11360.0	0.8929489
11380.0	0.8831867
11400.0	0.9102052
11420.0	0.9264508
11440.0	0.89243925
11460.0	0.9069842
11480.0	0.89169055
11500.0	0.88212097
11520.0	0.89961463
11540.0	0.90850997
11560.0	0.9183807
11580.0	0.90635586
11600.0	0.8869527
11620.0	0.94651043
11640.0	0.984789
11660.0	0.9242823
11680.0	0.9429307
11700.0	0.8932214
11720.0	0.8936128
11740.0	0.8908957
11760.0	0.8827114
11780.0	0.88250273
11800.0	0.897853
11820.0	0.8756809
11840.0	0.9035437
11860.0	0.9187177
11880.0	0.924994
11900.0	0.9143082
11920.0	0.93000644
11940.0	0.9209887
11960.0	0.9448812
11980.0	0.9160257
12000.0	0.9133083
12020.0	0.9166477
12040.0	0.9192415
12060.0	0.92405546
12080.0	0.91741043
12100.0	0.92004675
12120.0	0.9188505
12140.0	0.913965
12160.0	0.9116355
12180.0	0.9196912
12200.0	0.93083006
12220.0	0.9192215
12240.0	0.92066383
12260.0	0.91842574
12280.0	0.9179646
12300.0	0.91651314
12320.0	0.9103812
12340.0	0.9025355
12360.0	0.91524804
12380.0	0.9065203
12400.0	0.9006673
12420.0	0.9158564
12440.0	0.91974497
12460.0	0.92146534
12480.0	0.92472535
12500.0	0.9137864
12520.0	0.91871023
12540.0	0.91621476
12560.0	0.9158676
12580.0	0.90397155
12600.0	0.9174619
12620.0	0.91216224
12640.0	0.9142588
12660.0	0.9192176
12680.0	0.9170558
12700.0	0.92356795
12720.0	0.91025406
12740.0	0.9386907
12760.0	0.9434877
12780.0	0.93712884
12800.0	0.9431904
12820.0	0.9426815
12840.0	0.9081216
12860.0	0.9078859
12880.0	0.9265647
12900.0	0.9191625
12920.0	0.9181512
12940.0	0.9179188
12960.0	0.9078948
12980.0	0.8975699
13000.0	0.9111485
13020.0	0.88343805
13040.0	0.8726452
13060.0	0.8309877
13080.0	0.8329168
13100.0	0.909802
13120.0	0.918231
13140.0	0.913094
13160.0	0.91361266
13180.0	0.91109306
13200.0	0.91170627
13220.0	0.92247194
13240.0	0.890138
13260.0	0.8840453
13280.0	0.90370786
13300.0	0.9112897
13320.0	0.8974417
13340.0	0.8844743
13360.0	0.90330607
13380.0	0.91172206
13400.0	0.88671684
13420.0	0.87849647
13440.0	0.8991938
13460.0	0.9228534
13480.0	0.9077096
13500.0	0.96471125
13520.0	0.9036986
13540.0	0.93504953
13560.0	0.89284915
13580.0	0.91539955
13600.0	0.9441686
13620.0	0.9057631
13640.0	0.90676737
13660.0	0.89708966
13680.0	0.8961759
13700.0	0.88273644
13720.0	0.90261817
13740.0	0.9000557
13760.0	0.89836454
13780.0	0.8870972
13800.0	0.90964425
13820.0	0.9131253
13840.0	0.8961627
13860.0	0.8866158
13880.0	0.8986168
13900.0	0.89421487
13920.0	0.9113709
13940.0	0.90222406
13960.0	0.8933161
13980.0	0.8858028
14000.0	0.88457197
14020.0	0.9125982
14040.0	0.9149803
14060.0	0.88601047
14080.0	0.9114895
14100.0	0.8928892
14120.0	0.91131127
14140.0	0.9028704
14160.0	0.9193316
14180.0	0.89790726
14200.0	0.90957075
14220.0	0.89466995
14240.0	0.88278025
14260.0	0.8912866
14280.0	0.8814619
14300.0	0.8879133
14320.0	0.88540906
14340.0	0.87450284
14360.0	0.88236284
14380.0	0.90330046
14400.0	0.9048372
14420.0	0.90654397
14440.0	0.9118393
14460.0	0.87188977
14480.0	0.89277124
14500.0	0.9110837
14520.0	0.8964456
14540.0	0.8972349
14560.0	0.9172241
14580.0	0.921463
14600.0	0.9213136
14620.0	0.9166588
14640.0	0.916833
14660.0	0.9181427
14680.0	0.9136023
14700.0	0.95717126
14720.0	0.97043735
14740.0	0.98119354
14760.0	0.9652491
14780.0	0.899444
14800.0	0.902541
14820.0	0.9068942
14840.0	0.89095354
14860.0	0.91259336
14880.0	0.9286626
14900.0	0.8850894
14920.0	0.8798713
14940.0	0.90958786
14960.0	0.9043603
14980.0	0.8835488
15000.0	0.9133985
15020.0	0.8882512
15040.0	0.88939285
15060.0	0.8948212
15080.0	0.90136635
15100.0	0.8971237
15120.0	0.9080401
15140.0	0.9271918
15160.0	0.910226
15180.0	0.9087252
15200.0	0.88755506
15220.0	0.8911706
15240.0	0.901849
15260.0	0.91396636
15280.0	0.9189002
15300.0	0.96709263
15320.0	0.96197903
15340.0	0.9585514
15360.0	0.9635773
15380.0	0.9900636
15400.0	0.97618103
15420.0	0.97836304
15440.0	0.9568742
15460.0	0.96963555
15480.0	0.9215732
15500.0	0.926769
15520.0	0.9335222
15540.0	0.9568164
15560.0	0.96408844
15580.0	0.9396914
15600.0	0.9669441
15620.0	0.96536356
15640.0	0.96185976
15660.0	0.9695899
15680.0	0.9627857
15700.0	0.9591143
15720.0	0.9680113
15740.0	0.9631021
15760.0	0.9609427
15780.0	0.9598774
15800.0	0.9715744
15820.0	0.9660348
15840.0	0.9719142
15860.0	0.9648166
15880.0	0.9999906
15900.0	0.9999841
15920.0	0.99357367
15940.0	0.9970517
15960.0	0.9937313
15980.0	0.9997056
16000.0	0.99255663
16020.0	0.99999493
16040.0	0.99925154
16060.0	0.9927147
16080.0	0.99221635
16100.0	0.99246496
16120.0	0.9926206
16140.0	0.99262655
16160.0	0.9927658
16180.0	0.99319994
16200.0	0.99251825
16220.0	0.9926182
16240.0	0.9926402
16260.0	0.99254674
16280.0	0.99263775
16300.0	0.9924207
16320.0	0.9926413
16340.0	0.99263537
16360.0	0.9895724
16380.0	0.99262935
16400.0	0.99287313
16420.0	0.999712
16440.0	0.9895682
16460.0	0.99083376
16480.0	0.94461393
16500.0	0.98931265
16520.0	0.91755754
16540.0	0.98245096
16560.0	0.9399322
16580.0	0.9068422
16600.0	0.9154912
16620.0	0.9776225
16640.0	0.9935673
16660.0	0.99930775
16680.0	0.9928261
16700.0	0.9923716
16720.0	0.992401
16740.0	0.98792636
16760.0	0.99258196
16780.0	0.9977558
16800.0	0.9930834
16820.0	0.9926899
16840.0	0.9928192
16860.0	0.9999972
16880.0	0.999573
16900.0	0.9999509
16920.0	0.99966353
16940.0	0.992357
16960.0	0.99905866
16980.0	0.9967097
17000.0	0.9926475
17020.0	0.9999615
17040.0	0.9926448
17060.0	0.9925629
17080.0	0.9925189
17100.0	0.9976882
17120.0	0.99963903
17140.0	0.994707
17160.0	0.99996996
17180.0	0.9988683
17200.0	0.9986413
17220.0	0.999887
17240.0	0.99921674
17260.0	0.99992615
17280.0	0.9999926
17300.0	0.9999785
17320.0	0.99996275
17340.0	0.9997663
17360.0	0.99990016
17380.0	0.9975829
17400.0	0.99264854
17420.0	0.9995683
17440.0	0.9998885
17460.0	0.99978805
17480.0	0.99955624
17500.0	0.9926796
17520.0	0.9999013
17540.0	0.9999854
17560.0	0.9999704
17580.0	0.9947182
17600.0	0.99968505
17620.0	0.99989545
17640.0	0.9923898
17660.0	0.99996823
17680.0	0.9999663
17700.0	0.99713933
17720.0	0.9992485
17740.0	0.99856234
17760.0	0.99989766
17780.0	0.9999466
17800.0	0.99996185
17820.0	0.99999475
17840.0	0.99763614
17860.0	0.999991
17880.0	0.9999681
17900.0	0.9999953
17920.0	0.9999776
17940.0	0.9999294
17960.0	0.9925485
17980.0	0.9947126
18000.0	0.9926459
18020.0	0.99972904
18040.0	0.9999771
18060.0	0.9993304
18080.0	0.99264956
18100.0	0.9935796
18120.0	0.99999493
18140.0	0.9999704
18160.0	0.99994636
18180.0	0.99998957
18200.0	0.99998903
18220.0	0.994721
18240.0	0.99655306
18260.0	0.9999494
18280.0	0.9999855
18300.0	0.9994259
18320.0	0.9936723
18340.0	0.9999614
18360.0	0.9998878
18380.0	0.9998614
18400.0	0.9939517
18420.0	0.9999926
18440.0	0.9979744
18460.0	0.99999183
18480.0	0.9999795
18500.0	0.9999785
18520.0	0.9999374
18540.0	0.99538356
18560.0	0.9988711
18580.0	0.99242353
18600.0	0.9914848
18620.0	0.9906881
18640.0	0.9968291
18660.0	0.9927411
18680.0	0.9994666
18700.0	0.9925519
18720.0	0.98396987
18740.0	0.9919468
18760.0	0.9644291
18780.0	0.9550999
18800.0	0.9964862
18820.0	0.9764721
18840.0	0.9845709
18860.0	0.99340934
18880.0	0.9730948
18900.0	0.96428806
18920.0	0.9756158
18940.0	0.97040457
18960.0	0.9524241
18980.0	0.9391226
19000.0	0.93859124
19020.0	0.94171345
19040.0	0.9704361
19060.0	0.97704554
19080.0	0.9615336
19100.0	0.9777896
19120.0	0.9758846
19140.0	0.93597746
19160.0	0.9664224
19180.0	0.99500084
19200.0	0.9686601
19220.0	0.9793002
19240.0	0.9590279
19260.0	0.97003376
19280.0	0.88852173
19300.0	0.9167968
19320.0	0.9333491
19340.0	0.9407841
19360.0	0.9354253
19380.0	0.9485893
19400.0	0.9511169
19420.0	0.98664486
19440.0	0.962331
19460.0	0.98510677
19480.0	0.99117166
19500.0	0.99263155
19520.0	0.9925874
19540.0	0.99262977
19560.0	0.9926593
19580.0	0.9925545
19600.0	0.9914403
19620.0	0.9856939
19640.0	0.99212736
19660.0	0.9926239
19680.0	0.99265647
19700.0	0.992642
19720.0	0.9926174
19740.0	0.99050534
19760.0	0.99252164
19780.0	0.9926439
19800.0	0.9926456
19820.0	0.99191374
19840.0	0.992517
19860.0	0.9880214
19880.0	0.9926235
19900.0	0.99263346
19920.0	0.992637
19940.0	0.99949354
19960.0	0.9927359
19980.0	0.99263227
20000.0	0.9925865
20020.0	0.99271446
20040.0	0.9925491
20060.0	0.9926832
20080.0	0.98471195
20100.0	0.9873886
20120.0	0.9961661
20140.0	0.9997757
20160.0	0.99982476
20180.0	0.99988604
20200.0	0.9995467
20220.0	0.9944925
20240.0	0.99293035
20260.0	0.9913108
20280.0	0.99132204
20300.0	0.99354327
20320.0	0.99125427
20340.0	0.9971316
20360.0	0.9821617
20380.0	0.9912805
20400.0	0.95589423
20420.0	0.9602792
20440.0	0.96108675
20460.0	0.9562326
20480.0	0.9730146
20500.0	0.9730606
20520.0	0.96820515
20540.0	0.9913153
20560.0	0.9653329
20580.0	0.96831715
20600.0	0.89179665
20620.0	0.9710435
20640.0	0.96255493
20660.0	0.9699689
20680.0	0.9173391
20700.0	0.95857835
20720.0	0.96197355
20740.0	0.9583252
20760.0	0.91764814
20780.0	0.93415153
20800.0	0.9030156
20820.0	0.9161204
20840.0	0.92254233
20860.0	0.9232234
20880.0	0.9241067
20900.0	0.9162987
20920.0	0.91160583
20940.0	0.9460832
20960.0	0.9163615
20980.0	0.91305625
21000.0	0.91263163
21020.0	0.91698104
21040.0	0.9130624
21060.0	0.88175106
21080.0	0.8990543
21100.0	0.88276815
21120.0	0.8843026
21140.0	0.89458084
21160.0	0.8935209
21180.0	0.88670266
21200.0	0.89883614
21220.0	0.95194435
21240.0	0.91198087
21260.0	0.8918641
21280.0	0.91015524
21300.0	0.9321534
21320.0	0.93580514
21340.0	0.9153764
21360.0	0.9230512
21380.0	0.8916271
21400.0	0.8854677
21420.0	0.90094423
21440.0	0.9179784
21460.0	0.9098999
21480.0	0.88321847
21500.0	0.89501834
21520.0	0.88578093
21540.0	0.87951905
21560.0	0.88993603
21580.0	0.88149965
21600.0	0.8785758
21620.0	0.88586545
21640.0	0.8868497
21660.0	0.93047965
21680.0	0.90720063
21700.0	0.9018686
21720.0	0.91037124
21740.0	0.9067989
21760.0	0.91204304
21780.0	0.886647
21800.0	0.89343184
21820.0	0.93458074
21840.0	0.9483032
21860.0	0.94463754
21880.0	0.94788384
21900.0	0.9424174
21920.0	0.94923526
21940.0	0.92315483
21960.0	0.9560971
21980.0	0.9799236
22000.0	0.94866866
22020.0	0.9438213
22040.0	0.9475778
22060.0	0.9607625
22080.0	0.96614593
22100.0	0.93629557
22120.0	0.9396401
22140.0	0.95565933
22160.0	0.942246
22180.0	0.9601123
22200.0	0.9678181
22220.0	0.94300383
22240.0	0.9349378
22260.0	0.970518
22280.0	0.9737045
22300.0	0.9684399
22320.0	0.9392995
22340.0	0.9425391
22360.0	0.96201277
22380.0	0.9518289
22400.0	0.9587691
22420.0	0.9589872
22440.0	0.95619875
22460.0	0.96039164
22480.0	0.9461423
22500.0	0.9590949
22520.0	0.9529414
22540.0	0.9834698
22560.0	0.96438485
22580.0	0.95609486
22600.0	0.96579516
22620.0	0.96674335
22640.0	0.95784694
22660.0	0.9437388
22680.0	0.9551284
22700.0	0.94846433
22720.0	0.9668846
22740.0	0.9691106
22760.0	0.9542149
22780.0	0.9563151
22800.0	0.93627775
22820.0	0.93089724
22840.0	0.95145684
22860.0	0.97464347
22880.0	0.95808333
22900.0	0.9737442
22920.0	0.9695563
22940.0	0.95613617
22960.0	0.95066094
22980.0	0.95126086
23000.0	0.9601761
23020.0	0.9440477
23040.0	0.95822144
23060.0	0.9863299
23080.0	0.99195516
23100.0	0.96022135
23120.0	0.91162354
23140.0	0.97242624
23160.0	0.98770267
23180.0	0.9593759
23200.0	0.97960526
23220.0	0.9621315
23240.0	0.9723208
23260.0	0.9625352
23280.0	0.9586625
23300.0	0.9626089
23320.0	0.95993143
23340.0	0.9489553
23360.0	0.9606274
23380.0	0.95667344
23400.0	0.9821158
23420.0	0.95670384
23440.0	0.9615217
23460.0	0.9637348
23480.0	0.9593562
23500.0	0.9493823
23520.0	0.9566933
23540.0	0.9675977
23560.0	0.9551215
23580.0	0.95428646
23600.0	0.9551322
23620.0	0.92842054
23640.0	0.959139
23660.0	0.968406
23680.0	0.991986
23700.0	0.98132056
23720.0	0.99138105
23740.0	0.9685712
23760.0	0.9619059
23780.0	0.9841086
23800.0	0.95517695
23820.0	0.9600663
23840.0	0.9807416
23860.0	0.9890249
23880.0	0.955322
23900.0	0.95643854
23920.0	0.9818995
23940.0	0.9602411
23960.0	0.95670635
23980.0	0.9868799
24000.0	0.9476231
24020.0	0.9625932
24040.0	0.91600865
24060.0	0.9894862
24080.0	0.93660206
24100.0	0.9585107
24120.0	0.9438497
24140.0	0.9164205
24160.0	0.8842803
24180.0	0.8999768
24200.0	0.8820482
24220.0	0.88519394
24240.0	0.88525015
24260.0	0.899289
24280.0	0.91429317
24300.0	0.9209523
24320.0	0.91860926
24340.0	0.9170148
24360.0	0.9173787
24380.0	0.91553736
24400.0	0.90969515
24420.0	0.92352676
24440.0	0.9415722
24460.0	0.98438364
24480.0	0.9479402
24500.0	0.9604361
24520.0	0.9259224
24540.0	0.93589646
24560.0	0.9565266
24580.0	0.94992614
24600.0	0.9635286
24620.0	0.9433605
24640.0	0.95723087
24660.0	0.9428552
24680.0	0.91676104
24700.0	0.96118164
24720.0	0.9565403
24740.0	0.9532444
24760.0	0.9598531
24780.0	0.9585348
24800.0	0.9714236
24820.0	0.9587045
24840.0	0.94819206
24860.0	0.9622908
24880.0	0.94817597
24900.0	0.9435126
24920.0	0.97337925
24940.0	0.95788103
24960.0	0.88716656
24980.0	0.95715445
25000.0	0.9666526
25020.0	0.9484503
25040.0	0.92676556
25060.0	0.9581014
25080.0	0.8931788
25100.0	0.9241949
25120.0	0.95968616
25140.0	0.9570997
25160.0	0.94650596
25180.0	0.9422594
25200.0	0.9450715
25220.0	0.9574512
25240.0	0.9544797
25260.0	0.9596921
25280.0	0.9561883
25300.0	0.94004035
25320.0	0.88230616
25340.0	0.88378215
25360.0	0.8769645
25380.0	0.92810386
25400.0	0.91090685
25420.0	0.91815245
25440.0	0.8835781
25460.0	0.88385916
25480.0	0.8859717
25500.0	0.9247231
25520.0	0.9221616
25540.0	0.8964289
25560.0	0.9080586
25580.0	0.88252974
25600.0	0.88963586
25620.0	0.8925462
