time(ns)	probability	std err	MFPT (micro sec)
70.0	0.0005773443992359518	0.0005773443992344185	121.2447892326259
72.66331658291458	0.0005969297395513238	0.0005969297395497904	121.72842424894299
75.32663316582915	0.0005969297395513278	0.0005969297395497884	126.19011614741652
77.98994974874373	0.0005981084868851272	0.0005981084868835819	130.3943205268754
80.65326633165829	0.0006028234762203093	0.000602823476218764	133.7925105992099
83.31658291457286	0.0006047276065287495	0.0006047276065272025	137.77539178809076
85.97989949748744	0.000606858419016765	0.0006068584190152171	141.68032740946808
88.64321608040201	0.000606858419016765	0.0006068584190152171	146.06902253086014
91.30653266331659	0.0006068584190167863	0.0006068584190152065	150.45771765224694
93.96984924623115	0.0006068584190167866	0.0006068584190152063	154.84641277363875
96.63316582914572	0.0006068584190167901	0.0006068584190152045	159.23510789502973
99.2964824120603	0.0006068584190167901	0.0006068584190152045	163.62380301642162
101.95979899497488	0.000606858419016811	0.0006068584190151941	168.01249813780768
104.62311557788945	0.000606858419016811	0.0006068584190151941	172.4011932591994
107.28643216080403	0.000606858419016811	0.0006068584190151941	176.78988838059115
109.9497487437186	0.0006068584190170835	0.0006068584190150578	181.17858350190153
112.61306532663318	0.0006076140262823369	0.0006076140262803114	185.33651373331833
115.27638190954775	0.0006084980867826836	0.000608498086780658	189.4441156241746
117.93969849246231	0.0006084980867826836	0.000608498086780658	193.8209849040705
120.60301507537689	0.0006086945446716496	0.000608694544669624	198.1338852649554
123.26633165829146	0.0006086945446716496	0.000608694544669624	202.50934189788984
125.92964824120602	0.00060869454467165	0.0006086945446696238	206.8847985308241
128.5929648241206	0.004469246542109982	0.0035949291485020264	28.772850996805918
131.25628140703517	0.004469246542109982	0.0035949291485020264	29.368771709127415
133.91959798994975	0.004473961531445165	0.003593198675052129	29.933113427260846
136.58291457286433	0.004473961531445165	0.003593198675052129	30.528406114557214
139.2462311557789	0.004475434965612409	0.0035926590001725254	31.11345203889579
141.90954773869348	0.004475434965612409	0.0035926590001725254	31.708548739748
144.57286432160805	0.004475434965612409	0.0035926590001725254	32.30364544060021
147.2361809045226	0.004475434965612409	0.0035926590001725254	32.898742141452416
149.8994974874372	0.004475434965612409	0.0035926590001725254	33.49383884230463
152.56281407035175	0.004475434965612409	0.0035926590001725254	34.088935543156836
155.22613065326635	0.004475434965612409	0.0035926590001725254	34.68403224400905
157.8894472361809	0.004475434965612409	0.0035926590001725254	35.27912894486126
160.5527638190955	0.004475434965612409	0.0035926590001725254	35.87422564571348
